text,createTime,sentiment_score,sentiment_label
"plis jngn salahin presiden dan wakilnya mereka jg udh usha semaksimal mungkin bnya ko yg g kesorot dan apa perlu setiap mereka ngasih bantuan harus dikonten in lagian pemerintah jg udh punya tugas masing"" ada mentri ada gubernur,bupati dll tpi knp kalian selalu nyalahin ke presiden dan wakilnya, dan untuk pak prabowo ,mas gibran ,publik figur dan semua yg udh ngebntu kalian semua hebat gak seperti kalian yg bisanya menyalahkan dan membanding bandingkan disosmed☺",1764951691,0.1240935,positive
Lagi nyatet belanjaan yg disuruh bapak 😂,1764951610,-0.12314767,negative
"orang orang kok banyak bgt energi buat komen negatif? selagi yang dilakuin positif dan bermanfaat bagi banyak org harusnya didukung & diapresiasi, ini apa"" malah dihujat, hidupnya penuh kebencian ya? kaya yaudah lah liat sisi positifnya aja, mendam kebencian jg ruginya ke diri sendiri bukan ke dia",1764951507,0.12274307,positive
"Yang di butuhkan
1. Air bersih
2. obat obatan
3. Makan cepat saji
4. Peralatan Mandi
5. Penerangan lampu
6. Selimut dan baju baju",1764951391,-0.08532131,negative
catat dan dibaca ya dik🥰 soalnya nanti lupa kayak kasus 19 juta lapangan kerja 😁,1764951163,-0.117320836,negative
baru kali ini wakil presiden begini. seblum seblumnya. kyk gak ada wakilnya.,1764951143,0.1198453,positive
"SEBENARNYA GW TINGGAL DI NEGARA APASIH INI, GA RAKYATNYA JUGA SAMA AJA ANJ.",1764950715,-0.0009996295,neutral
ga papa penciitra an asal menepati janji2 nya...,1764950497,0.07462329,positive
"serba salah bgt jdi gibran, mengayomi rakyat dibilang caper buat 2029. ngediemin malah dibilang planga plongo",1764950240,0.06879553,positive
Kyk ibu sherly,1764950072,0.12693763,positive
Sebaik apapun kita tetap terlihat tai di mata pembenci🔥,1764989973,0.12387028,positive
"nyatet doang?
dh ky sensus",1764949447,-0.12462905,negative
"bandingin coba wapres² yang sebelumnya apakah pernah ikut turun dan aktif begini
emang bener ganti rakyat aja ni",1764949395,0.12594801,positive
"normal ini mah der, gak angkat beras + gak pake rompi level 3 FF",1764949194,-0.12305382,negative
Indonesia kudu ganti rakyat miris bgt liat komen y rabb,1764948957,0.0013208091,neutral
wapres mana yang kerja selain gibran??,1764948878,0.08017066,positive
sehat selalu ya bapak wapres gibran🥹❤️,1764948706,0.12713996,positive
❤❤❤,1764948600,0.050620377,positive
EMANG COCOK GANTI RAKYATNYA INDONESIA INI,1764948586,0.006002307,neutral
@sepatukanky min😭,1764948470,-0.0058656633,neutral
buzzer semua bejir,1764948447,-0.12071481,negative
"kasihan para korban bencana, mereka pasti kehilangan ""ijasah asli"" yang disimpan di rumah 🥺",1764948371,-0.019866437,neutral
Sehatttt selaluuu pakkkk🙏🏻😭,1764948249,0.12687299,positive
anak Abah pada kemana yah.. apakh mereka sibuk jadi Wiro sableng?,1764948172,-0.00069379807,neutral
"serba salah ya, g kelihatan di hujat.. turun langsung juga di hujat",1764948109,0.016816378,neutral
rispek gib,1764948011,-0.10974836,negative
semoga beneran bakal di check list semua nya ya satu persatu,1764947997,-0.10782403,negative
"orang baik akan selalu ada ujiannya,tidak apa2 tetaplah semangat walaupun banyak yg menghujat",1764947850,0.12692556,positive
"masih gak habis fikir sama yg suka ngehujat. 🥺
kalian udah berbuat apa untuk negeri ini??",1764947846,0.002572924,neutral
selamat bertugas mas Wapres.. smoga masyarakat disana terbantu dengan hadirnya jenengan.. trimakasih..,1764947805,0.12711167,positive
dia nyatet sendiri lohhh.... engga di catetin 👍,1764947671,-0.12251088,negative
semangat bapak gibran🙏❤️,1764947381,0.12697405,positive
"guys mau siapapun pemimpin dan wakil pemimpin nya, yg penting adalah mereka cepat tanggap terhadap musibah ini, terlebih mereka sudah terjun langsung ke tempat yg terdampak bencana.. mari kita lihat sisi positifnya🙏",1764947366,0.12562948,positive
apaaaaa??? anying apaa nyatet apaa,1764947321,-0.034280777,neutral
yang kaya gini masi aja banyak yang hujat dan ga suka heran,1764947159,0.121595025,positive
"ini kan yg kalian hujat perkara isu ijazah palsu?
sedangkan yang mengatakan ijazah palsu aja ga ada turunn/ga muncul saat kondisi ini",1764947015,5.0336123e-05,neutral
KALAU UDH BENCI MAU GIMANAPUN TETEP GAK ADA POSITIFNYA DI MATA PEMBENCI !!,1764946987,0.10459313,positive
semangattt mas gibran dan pak prabowo 🥰,1764946861,0.12694857,positive
"Gw heran, kenapa sih pada bnyk yg gak suka padahal gak ada salahnya dia",1764946770,0.10479808,positive
at least wapres ngelakuin tugas nya guys,1764946700,0.11334509,positive
ngeri banget hidup di akhir zaman semua punya pemikirannya sendiri dalam menghujat . semoga yg buruk akan kembali kepada mereka yang berpikir negative dan yang baik akan digantikan amal Saleh. yaa Allah indonesia diberikan Cobaan mungkin karena manusianya aja selalu berburuk sangka satu sama lain. 😭🙏 semoga kita semua selalu diberi hidayah dan kebaikan aamiin dan indonesia segera pulih dijauhkan dari bencan Alam aamiin,1764946038,0.121376485,positive
Beneran rakyatnya yg kudu diganti,1764945974,-0.015964389,neutral
itu yg hujat punya mslh hidup apa si,1764945549,0.12118864,positive
yang berisik dicatet,1764945152,-0.11816105,negative
wapres se oke ini dihujat😔,1764945065,0.12674686,positive
"tim yg ga pernah ngasi hate comment ke pejabat, kecuali sahroni 😔",1764944981,0.12199685,positive
"Sehat” ya wapresku. Meskipun kadang kebaikanmu sering kali dianggap remeh orang, memang betul itu tugasmu. Tapi terimakasih sudah menjadi orang yang amanah & bertanggung jawab dengan jabatannya",1764944914,0.12699035,positive
"kalo anis di sana pasti pakek mic terus ceramah kipas angin.cuman muter"" tanpa nanggepin keluh kesah masyarakat nya",1764944610,0.0051059425,neutral
"😭Direwangi Ra nganggo Rompi anti peluru, isih wae kenek hujat, ya alloh",1764944451,0.00039100647,neutral
"yang hate coment belum tentu donasi guys, yg bener2 berjuang bantu malah dihuj",1764944420,0.12704086,positive
Dia sama skali gak be hp an loh 😭,1764944354,0.001203537,neutral
"yg begini kalo masih aja dibilang pencitraan
bener"" kebangetan dah",1764944350,0.120704055,positive
BANYAK BANGET BUZZER NYA WOY😭,1764944162,-0.092196435,negative
"yg komen buruk, sumpa efek samping anies, liat aja 2029 gabakal menang lagi",1764944016,0.008014828,neutral
jgn cm dicatet ya braaaannnnnnn,1764943838,-0.10741088,negative
"nulis doang,abis itu lempar ke tong🤣",1764943748,-0.12255281,negative
"sebaikan apapun tindakanmu, mereka akan tetap mencari-cari letak kesalahanmu",1764943744,0.11591619,positive
"Wapres bawa buku saku, anggota depe er pake.......... kalian aja yg ngomong",1764943518,0.11271545,positive
terus bantu masyarakat pak terimakasih sudah turun langsung kelapangan,1764943397,0.12707812,positive
dilarang ngehujat kalo belum terjun kelapangan kayak gibran,1764943185,0.122504026,positive
"bukan membela atau pun antek2 nya, but ya pada dasarnya otak kita itu sifatnya volatile/sementara guys, mungkin dgn dia mencatat untuk mengingat kembali point2 yg di butuhkan dan untuk nyusun langkah penanganan nya, jadi so kita harus hargai guys usaha nya🙏",1764943174,0.11856088,positive
"lu pada yang pada bilang ""bare minimum"", tau kok pada habis liat konten statement perbandingan dengan Singapore kan. ya udah kalo udah tau, berarti apa, akhirnya ada yang kerja, ga usah julid makasih lah udah ada yang ""kerja"" 😂",1764942781,0.003825277,neutral
sebenci apapun orang2 sama mas Gibran tapi aku bangga banget sama wapres ini...mau bilang banyak terimakasih sama pemimpin muda ini❤️,1764942597,0.12710571,positive
Tapi emang wapres ini jelas kerjanyaa😳,1764942557,0.1225155,positive
banyak banget sampe di tulis,1764942482,-0.11814621,negative
"saking anehnya sama pejabat kita, ngeliat bare minimum pun kita ""waw"" in. tapi tetep rispek pak gibran🙏 terus kerja dan jangan bikin kebijakan aneh aneh plis😭🙏",1764942450,-0.021617055,negative
"mau di katain bare minimum mau di katain apapun ya seterah, intinya beliau menjalankan tugasnya dengan baik",1764942458,0.12644386,positive
Lucu banget perhatian nya semanis itu sampe dicatet😭,1764942447,0.12162611,positive
ALHAMDULILLAH ANIS UDH NYUMBANG 300T 🙏🏻🔥,1764942176,0.00016579032,neutral
definisi right person wrong time sih mas gibran,1764942029,0.12672058,positive
"yg gini tuh harus nya tugas DPR , namanya aja Dewan perwakilan rakyat. aspirasi rakyat diserap DPRD kab/kota, diteruskan ke provinsi dan DPR-RI. baru ditindaklanjuti oleh kementerian dan di sahkan oleh Presiden. masalahnya jaman sekarang DPR nya ga pernah turun ke masyarakat, jadi aspirasi dari tingkat bawah aja udah ga terdengar. di tingkat nasional DPR nya sibuk ribut sama menteri. Menteri nya juga banyak yg afk. ribet banget birokrasi negara ini",1764941717,-0.018831313,neutral
@Yourfavgvrl:Kenapa pada lebay emng tugas dia heyyy😭😭😭,1764941590,0.008801222,neutral
"Kak, apa bisa bantu kerjasama dengan kami, penerbit umkm, utk menerbitkan buku ""365 HARI TERIMA KASIH TUHAN KARENA ..."" Di buku ini akan ada halaman2 khusus untuk Kakak, yg bisa digunakan utk mempromosikan produk2 Kakak 🙏",1764941563,0.06273422,positive
dulu wakilnya pada afk.. giliran di kasih yg kerja gini malah di kata in.. semua ada +- nya support aja lah 🙏,1764941533,0.10526997,positive
terimakasih sudah turun mas gibran🙏🏻,1764941393,0.12461698,positive
"teman2 jangam jahat2 yaa ketikannya, sakit kalau ada yv ngehinaa pak wapres",1764941373,0.12701929,positive
wapres: pucing ni tapi harus tetap kuat😌,1764941034,0.12635139,positive
Respect,1764940765,0.12684175,positive
Tatapan setulus itu di hujat,1764940737,0.014115751,neutral
utk saat ini stop hujat dia dulu.kalo udah selesai gass poll lagi hujatnya😅,1764940670,0.06289968,positive
"apa gw perlu banggain presiden ama wakil di story wa ya, soalnya penonton story gw pada anak abah 🥰",1764940658,0.12425378,positive
"turun dihujat, gaturun makin dihujat.",1764940565,0.12400678,positive
"pak keluhan saya cua satuu
harga buku butuh subsidiii😭",1764940533,-0.001609236,neutral
Setelah puluhan tahun merdeka baru kali ini merasakan fungsi wakil presiden,1764940234,0.12575272,positive
"cukup bilng Alhamdulillah dan ucap syukur woii, berbuat baik aja Masi di rujak apalagi ga sama sekali, sedih baca komenan kalian😞",1764940212,0.12541324,positive
sehat selalu pak gibran,1764940111,0.12710917,positive
makasih pak Gibran💗,1764940066,0.122184604,positive
emg selalu salah di mata pembenci,1764939932,0.031059653,neutral
"banyak mentri mentri yg hanya pencitraan, ekting, dan cari sensasi di dunia maya,
sehat selalu mas wapres🙏💪, Indonesia msh butuh presiden bpk prabowo dan wakilnya🥺🥺",1764939929,0.12623397,positive
pengen nangis liat pak Gibran 🥺🥺,1764939662,0.11385089,positive
padahal beliau bisa pke ipad atau smartphone 🥹,1764939628,0.0006516278,neutral
"saya kemarin malem mimpi para pejabat bawa buku saku terus ngecatat keluh kesah rakyat, eh ternyata orang itu bapk gibran🗿",1764939594,0.10880092,positive
"Emang bener kok itu emang tugasnya, tapi saking bobroknya mayoritas pejabat di indo, tugas sebenarnya jadi seperti WAH",1764939591,-0.018544525,neutral
"dari sekian wapres, cuma Gibran yang paling sering muncul ke permukaan dan di kenali banyak orang
sementara wakil"" sebelumnya sama sekali tidak kelihatan kinerjanya ataupun ke sorot kamera",1764939584,0.11550793,positive
pusing ya pak😭😭,1764979634,-0.0012932122,neutral
halah halah komennya,1764938761,-0.0023228526,neutral
"yg di aceh sbr ya, mas waspres msi di tapanuli🙏",1764938698,0.12543336,positive
kok tulis tangan sih? Ainya mana aowkwkwkwk,1764938667,-0.0052703917,neutral
Sehat selalu pak Gibran,1764938660,0.12710917,positive
bukan sekedar nunjuk loo ya,1764938664,-0.100633234,negative
Padahal Gibran ini punya sekretariat. Harusnya dia ga perlu capek2 nulis. Pikirkan solusi nya.,1764938652,-0.006285429,neutral
takut bgt sm omongan jahat kalian balik ke diri sendiri,1764938621,0.087350875,positive
"Jadi baik salah, jadi jelek salah. Salah aja terus anjir",1764938616,0.0025837123,neutral
"harusnya dpr gini ga sih nyatet keluhan rakyat kan tiap daerah ada wakilnya, tapi perasaan mereka ga sedekat ini sama rakyat malah kayak dekat yg selevelnya",1764938602,0.11301404,positive
"heraaaaan, mau kalian kek mana sih ??
harus gimana presiden dan wapres kita woy??
ini salah, itu salah...",1764938591,0.093782514,positive
stop deh buzzer gibran,1764938555,-0.11922732,negative
ke tamiang bran,1764938476,-0.09681958,negative
Ini bare minimum pejabat. Seharusnya semua pejabat melakukannya,1764938294,0.0955717,positive
sehat sehat mas wapres.,1764938287,0.12707058,positive
terbaik wapres sampe catat keluhan coba🥰🥰,1764938113,0.12602755,positive
hdeh netizen netizen taunya cuma ngetik berkomentar ini itu bntuin jga enggaa,1764938068,0.10751137,positive
muak aku,1764937941,-0.018987954,neutral
Sehat sehat mas gibran 🥰,1764937905,0.1270386,positive
"yg dipuji2 mah yang pake rompi, kalau yg ini dihujat mulu",1764937825,0.10655406,positive
Sehat selalu pak gibran dan tim yang membantu🤲🤲,1764937766,0.1270884,positive
hidup Jokowi 🔥...,1764937677,0.11721471,positive
2029 GANTI RAKYAT,1764937665,-0.00023725629,neutral
Mau sebenci dan sesalah apapun .. kalo orang nyaa sedang berbuat kebaikan kenapa tetap saling menghujat dan menyalahkan? Dukung dan do’akan dengan hal baik saja ..,1764937436,0.12684587,positive
komennya full si paling bare minimum. dah syukur ada org pemerintahan yang waras & kerja. smangat wapres kita sehat selalu🙏,1764937360,0.1269019,positive
mantap,1764937203,0.114812255,positive
"membenci seseorang tidak akan membuat hidupmu lebih mudah
tapi justru mempersulit hidupmu kedepanya, sehat selalu pak wapres🙏",1764937121,0.12699181,positive
huwaaaa masyaallah mas gibran,1764937115,0.04998517,positive
"ngeri yaa indo, sebenernya mah semua pejabat kek gini tapi baru ngeliat wapres kek gini pada denial. huft emang seenggak perhatian itu yaa pejabat² indo sampe rakyatnya digiin aja ngerasa aneh n kebingungan 😔",1764937058,-0.00031271577,neutral
SEMUA AKAN TERLIHAT SALAH DIMATA PARA PEMBENCI !,1764936924,0.06340426,positive
"warga kelaparan catat ✓
warga butuh minum catat✓
warga butuh obat catat✓
bayi butuh susu catat✓
lansia/bayi butuh popok catat✓
warga butuh fasilitas catat✓
19jt lapangan pekerjaan catat✓",1764960846,-0.114038944,negative
"yang kek gini malah diberitain, level wapres yang full power harusnya tinggal nentuin angka dan pengawasan..",1764960265,0.121540874,positive
"bare minimum bare minimum,apaan sih! dia lagi ngelakuin tugasnya,kalo ngga mau muji mimal jangan nyinyir . harusnya kita tenang dong,karna dia ngelakuin hal yg katanya ""emang tugasnya"" jadi yaudah,biarin orang orang yg suka sama dia muji,jangan malah di patahin,aneh",1764958927,0.12398887,positive
Yg wapres sebelumnya pernah gak turun ketemu rakyat lngsung.?yg hujaat mahh orang2nya ituu😂😂😂,1764958188,0.12665373,positive
"Warga ini serba salah ,coba wapres mana yang kerja nya nyata ???",1764958020,-0.0026687086,neutral
gk papa pak gibran. ketimbang lupa. saya baru kli ni lihat wakil presiden dekat sama masyafakat. biasa nya gk pernah terlihat wakil2 preseden sebelum nya,1764958005,0.12674132,positive
"dikasi yang tua, protes
ngga ngapa ngapain, ngga kerja
dikasi yang muda, di hujat😔",1764936806,0.02320075,neutral
"“it’s a bare minimum”,, tapi jarang dilakukan pejabat di indo",1764936741,0.050306767,positive
"padahal mereka yang bangga itu karna punya rasa terimakasih, kalau hal tersebut bare minimum wapres, maka berterimakasih adalah bare minimum rakyat",1764936681,0.12638772,positive
jangan hanya di catat doank tapi segera laksanakan apa yg dibutuhkan rakyatnya.,1764936676,-0.122244716,negative
@katarinabluu @eneee. Yg ditulis “paracetamol”,1764936538,-0.019216388,neutral
sudah layak jadi presiden🥰♥️muda peduli rakyat dan punya jiwa pemimpin🥰♥️.,1764936522,-0.033912063,negative
maunya rakyat kayak apa sih? salah mulu udh turun salah ga turun salah,1764936513,0.042137355,neutral
Udah gini pemimpin masi aja ada yg hujat🥺,1764936500,0.12158251,positive
gk gampang lo handle seluruh umat manusia diindonesia ini jadi wajar aja presiden juga pusing😭🙏kita sebagai rakyat harus bisa sabar jangan asal hujat🙏karna kalau kita yg diposisi mereka pasti jg belum tentu bisa🙏,1764936496,0.12613916,positive
"sehat selalu Bapak, semoga pahalanya dilimpahkan Allah SWT✨🥰",1764936472,0.1270338,positive
"yakinlah, mau sebaik apapun orang, bagi pembenci dia tetap akan jelek. So, tetap fokus pada hati nurani dan mata untuk melihat kebaikan sekecil apapun itu.",1764936462,0.12650537,positive
semangat semua yang sedang berjuang untuk bangkitnya sumatera... doa ku slalu menyertai kalian❤️,1764936376,0.12696481,positive
respect [sticker],1764936300,0.12652513,positive
"ya Allah,kasian banget😥",1764936278,0.00078240037,neutral
"jangan di hujat temen"" stidaknya wapresnya sudah ada tindakan mau terjun kelapangan",1764936237,0.12302241,positive
"Karna kalau cuma di dengar banyak lupanya, kalau di catat jadi bisa di cerna satu2. Masa gitu aja harus di jelasin",1764936203,-0.04622391,negative
intinya sih 11/100 ya,1764936080,-0.0016062856,neutral
abis dicatat langsung dianggurin😂,1764936012,-0.12184751,negative
hargain aja guys selagi itu masih positif😌,1764935947,0.12664619,positive
"respect sama mas gibran, semoga konsisten sama tindakan yang beliau pilih",1764935820,0.12706554,positive
semoga dikasih semua😭,1764935814,-0.042990983,neutral
Pak gak pake rompi anti perulu?? 😭😭,1764935722,1.9460917e-05,neutral
"gimana ya,walau banyak yang benci,tapi tetep kita gak bisa menghakimi 100% dia salah dimata kita",1764935719,0.02303344,neutral
cuma anak Abah yg sakit hati,1764935697,0.12348145,positive
Di apk sebelah komen ny nyelekit bgt 🗿🗿🗿🗿,1764935607,-0.000977099,neutral
"ganti rakyat aja, perhatian salah, gapeduli salah",1764935559,0.1143257,positive
BUZER TERMUL MULAI DI TURUNKAN UNTUK MEMBELA PANGERAN TERMUL,1764935517,0.00580135,neutral
pdahal yg ngehujat blum tentu lebih baik jir,1764935486,0.12690106,positive
kalo ini apa fungsinya 🤔,1764935476,-0.027444452,neutral
"bodo amat lah bare minimum kek, ga semua juga bisa begitu",1764935411,0.1031611,positive
jngan pada heran kalau masih ada yg benci mas gibran.. nabi Muhammad pun juga masih ada yang benci kok..bukan menyamakan tapi memang begitulah kodrat manusia..otak sama hati jarang ada yang singkron🥺,1764955895,0.124471486,positive
kyknya yg ngehujat tu brazzers,1764935345,0.110946,positive
"gapapaa, itu emang bare mininum, tapi di negara lain ga banyak pejabat yang mau langsung tulis tangan pakai tangan nya langsung untuk keluhan rakyat nya, dan gapapa banget kok kalau kita apresiasi",1764935264,0.10132107,positive
mas gibran sehat terus ya😭🙏biar pun banyak rakyat yg membenci mu tapi jangn pernh capek buat berbuat baik😭🙏,1764935256,0.12704486,positive
pak gibrannn😭🖤🖤,1764935151,-0.0009701252,neutral
ih takut buzzernya byk,1764935112,-0.017282248,neutral
terimakasih mas wapres gibran,1764935032,0.12704682,positive
ini akun media kah? kyk ga netral gitu balesin komen nya wkwk,1764934873,-0.0011073649,neutral
"sehat selalu pak wapres, Allah sebaik-baiknya saksi🥺",1764934830,0.127085,positive
"Pak wapres tetep bantu rakyat aja ya, kalo ad yang hujat biarin aja. Yg ptg kerja buat rakyat.",1764934653,0.12689048,positive
"Harusnya tugas DPR gak sii yg dengerin keluhan tuuuuh, ini lgsg wapres loh dan masih salah juga😭",1764934606,0.12378788,positive
"sehat² ya mas gibran, seneng bgt punya kepala negara yang ngertiin keluhan rakyat nya☹️🫶",1764934583,0.12548539,positive
emang paling bener ganti rakyat aj kyanya😔🙏🏻,1764934565,0.012862295,neutral
alah depan kamera doang,1764934556,-0.06568971,negative
bupatinya aja umroh,1764934484,-0.07884309,negative
"lumayan lah, yg penting gak nenteng beras sama pake rompi anti peluru",1764934472,-0.10136327,negative
semangat pak Gibran,1764934457,0.12700227,positive
"ini yg pada ngehujat klo emg gasuka sm presiden sm wapres mending pindah negara aja, selesai!",1764934325,0.12497607,positive
"Ga semua mau dan mampu se telaten ini, dan tetep tulus sekalipun rakyat lain isinya cuma komen negatif ga ada apresiasinya",1764934303,0.12666065,positive
"cuma bisa “astagfirullah banyak bgt ya rakyat yang melihat hal yang notabene bukan sebuah keburukan pun masih menghujat” apa susahnya sih guys mengakui kalau memang itu hal baik ya support aja, kalau buruk ya kita kritik dan kecam😅",1764934246,0.1242224,positive
"selain kagum sama pak Jokowi, gua juga bangga sama Gibran , mereka tuh gapernah dengerin hujatan tapi malah di jadiin panutan",1764934212,0.12560576,positive
pak coba gotong beras sama pake rompi anti peluru😝,1764934164,-0.069025934,negative
serba salah emng warga indo heran,1764934100,-0.00034499168,neutral
WAKAKAKAKAKK AKUN BUZZER,1764934025,-0.0043075085,neutral
"subhanallah pak gibran, bener2 dari hati🥰",1764933982,0.12667018,positive
"diam salah, bergerak salah🤣 apa apaan ini",1764956607,-0.0025354028,neutral
kaburrr banyak termullll😭,1764951906,-0.123146534,negative
ya kalo dicatet doang mah.....,1764946582,-0.11563355,negative
rompi anti peluru nya mana😚,1764946449,0.0001476407,neutral
drpd manggul beras sendirian 👍,1764946303,-0.03305286,neutral
Semoga ada bantuan dari pemerintah bagi yg rumahnya sudah hanyut atau hancur,1764946299,-0.07808721,negative
"mie ayam 1 banyakin sawi
es krim stroberi 1
batagor 10rb
es teler 1
bakso satu ga pake mie
es teh 1",1764946077,-0.019459605,neutral
"nah kerja bran, tolong kasih tau gemoy suruh bawa catatan ya bran biar kaga lupa maklum faktor u dia",1764933900,-0.003632158,neutral
"bare minimum emang, tapi apa ada banyak pejabat yang begini? makanya heboh kan karna pejabat juga banyak ga peduli, boro2 mah nulis gitu.",1764933901,0.01651159,neutral
"bagus dong dia nyatet, emg dia nanya keperluan orang DISITU yg lagi dia TANYAIN jadi kalau udh ada dan bisa langsung dikasih ke ORANGNYA, hadeuh ada aja nyari minusnya😩",1764933854,-0.10187793,negative
APA JADINYA KALO PAK GIBRAN UMROH DITENGAH BENCANA BANJIR KAYAK BUPATI ACEH SELATAN ITU?? 🤣🤣,1764933801,0.04098752,neutral
ngeliat pak wapres ngobrol sama anak kecil matanya tulus bgt🥺🤍,1764933668,0.12045327,positive
dia dihujat krn dia anak jokowi,1764933627,0.033819377,neutral
"Kau tengok wakil mana yg kaya gini Hah????? Selama hidup di konoha ini, cmn wakil periode ini yg apa apa turun , aktif .",1764933628,0.037406236,neutral
"salah satu alasan gw seneng kalo ada pejabat/pemerintah muda. kenapa? karna secara fisik mereka lebih kuat, harusnya etos kerja mereka tinggi. kyk gini ada bencana ga cuma sekedar visit tapi keluhan masyarakat diserap",1764933544,0.011276275,neutral
salah satu alasan pemerintah enggan bekerja adalah banyak nya komentar negatif dari rakyat nya sendiri.,1764933531,-0.0022159517,neutral
emng bnr ya orang baik tu banyak banget yang gasuka🥺,1764933416,0.1265161,positive
"dicatet doang tar jg dibuang kertasnya, namanya jg manusia",1764933388,-0.12320405,negative
"sebaik ini masih ada yg ngehujat,selalu dianggap salah ,ya allah buka hati kalian wahai para pembenci 🥺 udahan yaa hujat”nyaaa",1764933344,0.12606618,positive
ganti rakyat kecuali gue hahahah,1764933293,0.0050832033,neutral
"masyarakat memang suka begini, nggak di bantu marah, di bantu ada aja komenan nya, kalau lg keadaan kayak gini selagi niat nya baik dan kita nya di bantu yaudah gt loh.",1764933254,0.085107446,positive
kenapa dia dihujat ya? apa gara2 dia jadi walpres gara2 anaknya pak jokowi? Tapi selagi kinerjanya bagus harusnya fine fine aja sih. Toh kita jg kalo dikasih privilege itu pasti jg gabakal nolak🤣,1764933236,0.11624971,positive
"kadang ganti rakyat, kadang ganti pejabat. tp ini ganti rakyat sih ✌️",1764933233,0.00606215,neutral
alhamdulillah masih ada wakil rakyat korg yang syg korg tu 🥰 jagalah baik ii org begini 1 dalam sejuta . semoga cepat sembuh yaa Indonesia salam dari Malaysia 🤭,1764933193,0.12697598,positive
"miris bgt liat isi komen, ini sih bukan pemimpin nya yang harus di ganti tapi RAKYAT nya. mau pemimpin nya diganti sampe seribu kali dalan setahun pun kalo rakyat nya yang pemikiran nya dangkal bgt bgt bgt ya sama aja ga bakalan ada maju maju nya ni Indonesia, emang yang ngehujat nih bisa bantu orang sono? pintar nya ngehujat doang😂
udah gabisa bantu banyak bacot bisa nya komen doang minimal kalo mau nge bacot tu bantu dulu gih",1764933150,0.033728153,neutral
"wakil presiden aja gak pake rompi anti peluru, emang mau perang ?",1764933131,0.008093834,neutral
sekelas wapres aja gak pake rompi anti pluru.,1764933111,0.030295044,neutral
"liat wapres gak kerja = Tuh kan cuma ngandelin bapak biar dapat jabatan
liat wapres kerja = pencitraan aja itu biar keliatan kerja
ya beginilah SDM indo, gerak kanan salah gerak kiri juga salah",1764933113,0.004763633,neutral
pengen tau reaksi roy suryo,1764932984,0.00641796,neutral
"wkwkwkw Indonesia minim apresiasi, dikit dikit bareminimum, ga cuma boomer/milineal, gen Z pun masih banyk yg minim apresiasi, aduh aduhh ampun dehh 🤣",1764932976,-0.0066848397,neutral
kerja nyata kayak gini aja masih ada aja yg gasuka dan ngehujat penyakit hati emang susah disembuhinnya :(,1764932942,0.12630686,positive
indo dengan berbagai sdmnya,1764932937,-0.0011829734,neutral
Serba salah netizen mah heran. Semoga semuanya cepat membaik ya Tuhan 🙏🏻,1764932883,0.116243064,positive
"kerja ga kerja , bantu maupun ga bantu tetap ya di caci maki. miris banget",1764932802,0.1104382,positive
pak Gibran 🫶🥹,1764932742,0.12622878,positive
"warganya cuma modal kuota bisanya maki2 doang🤣gush didwnger pak, teruslah jd org baik yg memanusiakan manusia",1764932732,0.11907807,positive
2026 ganti rakyat yg ngelunjak !,1764932692,0.000649631,neutral
Turun dihujat ga turun dihujat mau nya gimana sih ya Allah … bersyukur aja napa sih …,1764946069,0.12500346,positive
"heran ya wapres se baik ini malah di hujat abis abisan,gimna mau maju yang hujat otakny gada heran",1764990637,0.1261597,positive
😭😭😭,1764932687,0.050620377,positive
syukur2 dia langsung loh yg mencatat ga nyuruh ajudan,1764932639,0.12531108,positive
kalau anis bisanya apa😏,1764932623,0.00012117624,neutral
dibantu salah ga di bantu tmbh salah. maunya apasih ya allah😔,1764932573,0.0021874905,neutral
Udeh udeh ganti rakyat ajaa,1764932558,0.0012281537,neutral
GANTI RAKYAT AJA GANTI RAKYAT,1764932476,0.0004337132,neutral
"semangatt trus pakk, jangan pernah dengerin omongan org org yg jahat ya pakk! 🥺💗",1764932436,0.12705782,positive
"di konohoa, nolong dihujat, ga nolong dihujat, coba pikirkan pakai logika",1764932311,0.11111432,positive
komentar rakyat indonesia sekarang too much bgt,1764932275,0.0040612817,neutral
"salut sih sama beliau
walaupun di rujak abis²an bhkn satu keluarga tp tetep fokus kerja ke terusik sedikitpun",1764932213,0.12662539,positive
as he should. ya emang harusnya begitu. dia minta dipilih kan supaya rakyat emg dilayani. what's so special about it?,1764932130,-0.00028312206,neutral
walaupun sy bukan pendukung jokowi dan bukan fans jokowi tp aku klo lihat gibran kasihan aja suka pd d serang sm netizen yg merasa paling benar,1764932091,0.12493825,positive
2026 Perlu Ganti Rakyat Deh Kayanya 🗿,1764932054,0.0027504861,neutral
buat pak prabowo dan mas gibran jika ada 1jt rakyat yg membenci kalian saya akan tetap berdiri sendiri mendukung kalian!!!,1764931944,0.12636074,positive
Ga pke rompi ya pak wapress,1764932057,0.00060507655,neutral
"Ada aksi gada aksi pun,prabowo gibran tetep kena hujat. Emg dasarnya udh ga suka ya tetep ga suka dan ga bakal liat sebuah kebaikan. Itu fakta. Miris.",1764931874,0.045268893,neutral
malah nulis orang butuh bantuan Lo ituu pak,1764931875,-0.11174041,negative
Astagfirullah ya allah semoga yangckomen jahat diberi hidayah😭🙏🏻,1764931801,0.124085546,positive
