emoji,unicode,aliases_all
🧖🏾‍♂️,🧖🏾‍♂️,"pria, di, ruangan, beruap, warna, kulit, gelap-sedang, ruang, uap, sauna"
🧖🏿‍♂️,🧖🏿‍♂️,"pria, di, ruangan, beruap, warna, kulit, gelap, ruang, uap, sauna"
🧖🏻‍♀️,🧖🏻‍♀️,"wanita, di, ruangan, beruap, warna, kulit, cerah, ruang, uap, sauna"
🧖🏼‍♀️,🧖🏼‍♀️,"wanita, di, ruangan, beruap, warna, kulit, cerah-sedang, ruang, uap, sauna"
🧖🏽‍♀️,🧖🏽‍♀️,"wanita, di, ruangan, beruap, warna, kulit, sedang, ruang, uap, sauna"
🧖🏾‍♀️,🧖🏾‍♀️,"wanita, di, ruangan, beruap, warna, kulit, gelap-sedang, ruang, uap, sauna"
🧖🏿‍♀️,🧖🏿‍♀️,"wanita, di, ruangan, beruap, warna, kulit, gelap, ruang, uap, sauna"
🧗🏻,🧗🏻,"orang, memanjat, warna, kulit, cerah, pemanjat"
🧗🏼,🧗🏼,"orang, memanjat, warna, kulit, cerah-sedang, pemanjat"
🧗🏽,🧗🏽,"orang, memanjat, warna, kulit, sedang, pemanjat"
🧗🏾,🧗🏾,"orang, memanjat, warna, kulit, gelap-sedang, pemanjat"
🧗🏿,🧗🏿,"orang, memanjat, warna, kulit, gelap, pemanjat"
🧗🏻‍♂️,🧗🏻‍♂️,"pria, memanjat, warna, kulit, cerah, pemanjat"
🧗🏼‍♂️,🧗🏼‍♂️,"pria, memanjat, warna, kulit, cerah-sedang, pemanjat"
🧗🏽‍♂️,🧗🏽‍♂️,"pria, memanjat, warna, kulit, sedang, pemanjat"
🧗🏾‍♂️,🧗🏾‍♂️,"pria, memanjat, warna, kulit, gelap-sedang, pemanjat"
🧗🏿‍♂️,🧗🏿‍♂️,"pria, memanjat, warna, kulit, gelap, pemanjat"
🧗🏻‍♀️,🧗🏻‍♀️,"wanita, memanjat, warna, kulit, cerah, pemanjat"
🧗🏼‍♀️,🧗🏼‍♀️,"wanita, memanjat, warna, kulit, cerah-sedang, pemanjat"
🧗🏽‍♀️,🧗🏽‍♀️,"wanita, memanjat, warna, kulit, sedang, pemanjat"
🧗🏾‍♀️,🧗🏾‍♀️,"wanita, memanjat, warna, kulit, gelap-sedang, pemanjat"
🧗🏿‍♀️,🧗🏿‍♀️,"wanita, memanjat, warna, kulit, gelap, pemanjat"
🏇🏻,🏇🏻,"balap, kuda, warna, kulit, cerah, balapan, joki, pacuan"
🏇🏼,🏇🏼,"balap, kuda, warna, kulit, cerah-sedang, balapan, joki, pacuan"
🏇🏽,🏇🏽,"balap, kuda, warna, kulit, sedang, balapan, joki, pacuan"
🏇🏾,🏇🏾,"balap, kuda, warna, kulit, gelap-sedang, balapan, joki, pacuan"
🏇🏿,🏇🏿,"balap, kuda, warna, kulit, gelap, balapan, joki, pacuan"
🏂🏻,🏂🏻,"peselancar, salju, warna, kulit, cerah, papan, seluncur, ski"
🏂🏼,🏂🏼,"peselancar, salju, warna, kulit, cerah-sedang, papan, seluncur, ski"
🏂🏽,🏂🏽,"peselancar, salju, warna, kulit, sedang, papan, seluncur, ski"
🏂🏾,🏂🏾,"peselancar, salju, warna, kulit, gelap-sedang, papan, seluncur, ski"
🏂🏿,🏂🏿,"peselancar, salju, warna, kulit, gelap, papan, seluncur, ski"
🏌🏻,🏌🏻,"orang, bermain, golf, warna, kulit, cerah, bola"
🏌🏼,🏌🏼,"orang, bermain, golf, warna, kulit, cerah-sedang, bola"
🏌🏽,🏌🏽,"orang, bermain, golf, warna, kulit, sedang, bola"
🏌🏾,🏌🏾,"orang, bermain, golf, warna, kulit, gelap-sedang, bola"
🏌🏿,🏌🏿,"orang, bermain, golf, warna, kulit, gelap, bola"
🏌🏻‍♂️,🏌🏻‍♂️,"pria, bermain, golf, warna, kulit, cerah, bola, laki-laki"
🏌🏼‍♂️,🏌🏼‍♂️,"pria, bermain, golf, warna, kulit, cerah-sedang, bola, laki-laki"
🏌🏽‍♂️,🏌🏽‍♂️,"pria, bermain, golf, warna, kulit, sedang, bola, laki-laki"
🏌🏾‍♂️,🏌🏾‍♂️,"pria, bermain, golf, warna, kulit, gelap-sedang, bola, laki-laki"
🏌🏿‍♂️,🏌🏿‍♂️,"pria, bermain, golf, warna, kulit, gelap, bola, laki-laki"
🏌🏻‍♀️,🏌🏻‍♀️,"wanita, bermain, golf, warna, kulit, cerah, bola, perempuan"
🏌🏼‍♀️,🏌🏼‍♀️,"wanita, bermain, golf, warna, kulit, cerah-sedang, bola, perempuan"
🏌🏽‍♀️,🏌🏽‍♀️,"wanita, bermain, golf, warna, kulit, sedang, bola, perempuan"
🏌🏾‍♀️,🏌🏾‍♀️,"wanita, bermain, golf, warna, kulit, gelap-sedang, bola, perempuan"
🏌🏿‍♀️,🏌🏿‍♀️,"wanita, bermain, golf, warna, kulit, gelap, bola, perempuan"
🏄🏻,🏄🏻,"orang, berselancar, warna, kulit, cerah, seluncur"
🏄🏼,🏄🏼,"orang, berselancar, warna, kulit, cerah-sedang, seluncur"
🏄🏽,🏄🏽,"orang, berselancar, warna, kulit, sedang, seluncur"
🏄🏾,🏄🏾,"orang, berselancar, warna, kulit, gelap-sedang, seluncur"
🏄🏿,🏄🏿,"orang, berselancar, warna, kulit, gelap, seluncur"
🏄🏻‍♂️,🏄🏻‍♂️,"pria, berselancar, warna, kulit, cerah, laki-laki, ombak, selancar"
🏄🏼‍♂️,🏄🏼‍♂️,"pria, berselancar, warna, kulit, cerah-sedang, laki-laki, ombak, selancar"
🏄🏽‍♂️,🏄🏽‍♂️,"pria, berselancar, warna, kulit, sedang, laki-laki, ombak, selancar"
🏄🏾‍♂️,🏄🏾‍♂️,"pria, berselancar, warna, kulit, gelap-sedang, laki-laki, ombak, selancar"
🏄🏿‍♂️,🏄🏿‍♂️,"pria, berselancar, warna, kulit, gelap, laki-laki, ombak, selancar"
🏄🏻‍♀️,🏄🏻‍♀️,"wanita, berselancar, warna, kulit, cerah, ombak, perempuan, selancar"
🏄🏼‍♀️,🏄🏼‍♀️,"wanita, berselancar, warna, kulit, cerah-sedang, ombak, perempuan, selancar"
🏄🏽‍♀️,🏄🏽‍♀️,"wanita, berselancar, warna, kulit, sedang, ombak, perempuan, selancar"
🏄🏾‍♀️,🏄🏾‍♀️,"wanita, berselancar, warna, kulit, gelap-sedang, ombak, perempuan, selancar"
🏄🏿‍♀️,🏄🏿‍♀️,"wanita, berselancar, warna, kulit, gelap, ombak, perempuan, selancar"
🚣🏻,🚣🏻,"orang, mendayung, perahu, warna, kulit, cerah, kendaraan"
🚣🏼,🚣🏼,"orang, mendayung, perahu, warna, kulit, cerah-sedang, kendaraan"
🚣🏽,🚣🏽,"orang, mendayung, perahu, warna, kulit, sedang, kendaraan"
🚣🏾,🚣🏾,"orang, mendayung, perahu, warna, kulit, gelap-sedang, kendaraan"
🚣🏿,🚣🏿,"orang, mendayung, perahu, warna, kulit, gelap, kendaraan"
🚣🏻‍♂️,🚣🏻‍♂️,"pria, mendayung, perahu, warna, kulit, cerah, dayung, laki-laki"
🚣🏼‍♂️,🚣🏼‍♂️,"pria, mendayung, perahu, warna, kulit, cerah-sedang, dayung, laki-laki"
🚣🏽‍♂️,🚣🏽‍♂️,"pria, mendayung, perahu, warna, kulit, sedang, dayung, laki-laki"
🚣🏾‍♂️,🚣🏾‍♂️,"pria, mendayung, perahu, warna, kulit, gelap-sedang, dayung, laki-laki"
🚣🏿‍♂️,🚣🏿‍♂️,"pria, mendayung, perahu, warna, kulit, gelap, dayung, laki-laki"
🚣🏻‍♀️,🚣🏻‍♀️,"wanita, mendayung, perahu, warna, kulit, cerah, dayung, perempuan"
🚣🏼‍♀️,🚣🏼‍♀️,"wanita, mendayung, perahu, warna, kulit, cerah-sedang, dayung, perempuan"
🚣🏽‍♀️,🚣🏽‍♀️,"wanita, mendayung, perahu, warna, kulit, sedang, dayung, perempuan"
🚣🏾‍♀️,🚣🏾‍♀️,"wanita, mendayung, perahu, warna, kulit, gelap-sedang, dayung, perempuan"
🚣🏿‍♀️,🚣🏿‍♀️,"wanita, mendayung, perahu, warna, kulit, gelap, dayung, perempuan"
🏊🏻,🏊🏻,"orang, berenang, warna, kulit, cerah, renang"
🏊🏼,🏊🏼,"orang, berenang, warna, kulit, cerah-sedang, renang"
🏊🏽,🏊🏽,"orang, berenang, warna, kulit, sedang, renang"
🏊🏾,🏊🏾,"orang, berenang, warna, kulit, gelap-sedang, renang"
🏊🏿,🏊🏿,"orang, berenang, warna, kulit, gelap, renang"
🏊🏻‍♂️,🏊🏻‍♂️,"pria, berenang, warna, kulit, cerah, laki-laki, renang"
🏊🏼‍♂️,🏊🏼‍♂️,"pria, berenang, warna, kulit, cerah-sedang, laki-laki, renang"
🏊🏽‍♂️,🏊🏽‍♂️,"pria, berenang, warna, kulit, sedang, laki-laki, renang"
🏊🏾‍♂️,🏊🏾‍♂️,"pria, berenang, warna, kulit, gelap-sedang, laki-laki, renang"
🏊🏿‍♂️,🏊🏿‍♂️,"pria, berenang, warna, kulit, gelap, laki-laki, renang"
🏊🏻‍♀️,🏊🏻‍♀️,"wanita, berenang, warna, kulit, cerah, perempuan, renang"
🏊🏼‍♀️,🏊🏼‍♀️,"wanita, berenang, warna, kulit, cerah-sedang, perempuan, renang"
🏊🏽‍♀️,🏊🏽‍♀️,"wanita, berenang, warna, kulit, sedang, perempuan, renang"
🏊🏾‍♀️,🏊🏾‍♀️,"wanita, berenang, warna, kulit, gelap-sedang, perempuan, renang"
🏊🏿‍♀️,🏊🏿‍♀️,"wanita, berenang, warna, kulit, gelap, perempuan, renang"
⛹🏻,⛹🏻,orang_memantulkan_bola_warna_kulit_cerah
⛹🏼,⛹🏼,orang_memantulkan_bola_warna_kulit_cerah-sedang
⛹🏽,⛹🏽,orang_memantulkan_bola_warna_kulit_sedang
⛹🏾,⛹🏾,orang_memantulkan_bola_warna_kulit_gelap-sedang
⛹🏿,⛹🏿,orang_memantulkan_bola_warna_kulit_gelap
⛹🏻‍♂️,⛹🏻‍♂️,"pria, memantulkan, bola, warna, kulit, cerah, laki-laki, membawa"
⛹🏼‍♂️,⛹🏼‍♂️,"pria, memantulkan, bola, warna, kulit, cerah-sedang, laki-laki, membawa"
⛹🏽‍♂️,⛹🏽‍♂️,"pria, memantulkan, bola, warna, kulit, sedang, laki-laki, membawa"
⛹🏾‍♂️,⛹🏾‍♂️,"pria, memantulkan, bola, warna, kulit, gelap-sedang, laki-laki, membawa"
⛹🏿‍♂️,⛹🏿‍♂️,"pria, memantulkan, bola, warna, kulit, gelap, laki-laki, membawa"
⛹🏻‍♀️,⛹🏻‍♀️,"wanita, memantulkan, bola, warna, kulit, cerah, membawa, perempuan"
⛹🏼‍♀️,⛹🏼‍♀️,"wanita, memantulkan, bola, warna, kulit, cerah-sedang, membawa, perempuan"
⛹🏽‍♀️,⛹🏽‍♀️,"wanita, memantulkan, bola, warna, kulit, sedang, membawa, perempuan"
⛹🏾‍♀️,⛹🏾‍♀️,"wanita, memantulkan, bola, warna, kulit, gelap-sedang, membawa, perempuan"
⛹🏿‍♀️,⛹🏿‍♀️,"wanita, memantulkan, bola, warna, kulit, gelap, membawa, perempuan"
🏋🏻,🏋🏻,"orang, mengangkat, beban, warna, kulit, cerah, angkat"
🏋🏼,🏋🏼,"orang, mengangkat, beban, warna, kulit, cerah-sedang, angkat"
🏋🏽,🏋🏽,"orang, mengangkat, beban, warna, kulit, sedang, angkat"
🏋🏾,🏋🏾,"orang, mengangkat, beban, warna, kulit, gelap-sedang, angkat"
🏋🏿,🏋🏿,"orang, mengangkat, beban, warna, kulit, gelap, angkat"
🏋🏻‍♂️,🏋🏻‍♂️,"pria, mengangkat, beban, warna, kulit, cerah, angkat, laki-laki"
🏋🏼‍♂️,🏋🏼‍♂️,"pria, mengangkat, beban, warna, kulit, cerah-sedang, angkat, laki-laki"
🏋🏽‍♂️,🏋🏽‍♂️,"pria, mengangkat, beban, warna, kulit, sedang, angkat, laki-laki"
🏋🏾‍♂️,🏋🏾‍♂️,"pria, mengangkat, beban, warna, kulit, gelap-sedang, angkat, laki-laki"
🏋🏿‍♂️,🏋🏿‍♂️,"pria, mengangkat, beban, warna, kulit, gelap, angkat, laki-laki"
🏋🏻‍♀️,🏋🏻‍♀️,"wanita, mengangkat, beban, warna, kulit, cerah, angkat, perempuan"
🏋🏼‍♀️,🏋🏼‍♀️,"wanita, mengangkat, beban, warna, kulit, cerah-sedang, angkat, perempuan"
🏋🏽‍♀️,🏋🏽‍♀️,"wanita, mengangkat, beban, warna, kulit, sedang, angkat, perempuan"
🏋🏾‍♀️,🏋🏾‍♀️,"wanita, mengangkat, beban, warna, kulit, gelap-sedang, angkat, perempuan"
🏋🏿‍♀️,🏋🏿‍♀️,"wanita, mengangkat, beban, warna, kulit, gelap, angkat, perempuan"
🚴🏻,🚴🏻,"orang, bersepeda, warna, kulit, cerah, sepeda"
🚴🏼,🚴🏼,"orang, bersepeda, warna, kulit, cerah-sedang, sepeda"
🚴🏽,🚴🏽,"orang, bersepeda, warna, kulit, sedang, sepeda"
🚴🏾,🚴🏾,"orang, bersepeda, warna, kulit, gelap-sedang, sepeda"
🚴🏿,🚴🏿,"orang, bersepeda, warna, kulit, gelap, sepeda"
🚴🏻‍♂️,🚴🏻‍♂️,"pria, bersepeda, warna, kulit, cerah, laki-laki, sepeda"
🚴🏼‍♂️,🚴🏼‍♂️,"pria, bersepeda, warna, kulit, cerah-sedang, laki-laki, sepeda"
🚴🏽‍♂️,🚴🏽‍♂️,"pria, bersepeda, warna, kulit, sedang, laki-laki, sepeda"
🚴🏾‍♂️,🚴🏾‍♂️,"pria, bersepeda, warna, kulit, gelap-sedang, laki-laki, sepeda"
🚴🏿‍♂️,🚴🏿‍♂️,"pria, bersepeda, warna, kulit, gelap, laki-laki, sepeda"
🚴🏻‍♀️,🚴🏻‍♀️,"wanita, bersepeda, warna, kulit, cerah, perempuan, sepeda"
🚴🏼‍♀️,🚴🏼‍♀️,"wanita, bersepeda, warna, kulit, cerah-sedang, perempuan, sepeda"
🚴🏽‍♀️,🚴🏽‍♀️,"wanita, bersepeda, warna, kulit, sedang, perempuan, sepeda"
🚴🏾‍♀️,🚴🏾‍♀️,"wanita, bersepeda, warna, kulit, gelap-sedang, perempuan, sepeda"
🚴🏿‍♀️,🚴🏿‍♀️,"wanita, bersepeda, warna, kulit, gelap, perempuan, sepeda"
🚵🏻,🚵🏻,"orang, bersepeda, gunung, warna, kulit, cerah, pesepeda, sepeda"
🚵🏼,🚵🏼,"orang, bersepeda, gunung, warna, kulit, cerah-sedang, pesepeda, sepeda"
🚵🏽,🚵🏽,"orang, bersepeda, gunung, warna, kulit, sedang, pesepeda, sepeda"
🚵🏾,🚵🏾,"orang, bersepeda, gunung, warna, kulit, gelap-sedang, pesepeda, sepeda"
🚵🏿,🚵🏿,"orang, bersepeda, gunung, warna, kulit, gelap, pesepeda, sepeda"
🚵🏻‍♂️,🚵🏻‍♂️,"pria, bersepeda, gunung, warna, kulit, cerah, laki-laki, sepeda"
🚵🏼‍♂️,🚵🏼‍♂️,"pria, bersepeda, gunung, warna, kulit, cerah-sedang, laki-laki, sepeda"
🚵🏽‍♂️,🚵🏽‍♂️,"pria, bersepeda, gunung, warna, kulit, sedang, laki-laki, sepeda"
🚵🏾‍♂️,🚵🏾‍♂️,"pria, bersepeda, gunung, warna, kulit, gelap-sedang, laki-laki, sepeda"
🚵🏿‍♂️,🚵🏿‍♂️,"pria, bersepeda, gunung, warna, kulit, gelap, laki-laki, sepeda"
🚵🏻‍♀️,🚵🏻‍♀️,"wanita, bersepeda, gunung, warna, kulit, cerah, perempuan, sepeda"
🚵🏼‍♀️,🚵🏼‍♀️,"wanita, bersepeda, gunung, warna, kulit, cerah-sedang, perempuan, sepeda"
🚵🏽‍♀️,🚵🏽‍♀️,"wanita, bersepeda, gunung, warna, kulit, sedang, perempuan, sepeda"
🚵🏾‍♀️,🚵🏾‍♀️,"wanita, bersepeda, gunung, warna, kulit, gelap-sedang, perempuan, sepeda"
🚵🏿‍♀️,🚵🏿‍♀️,"wanita, bersepeda, gunung, warna, kulit, gelap, perempuan, sepeda"
🤸🏻,🤸🏻,"orang, melakukan, gerakan, meroda, warna, kulit, cerah, gimnastik, olahraga, salto, senam"
🤸🏼,🤸🏼,"orang, melakukan, gerakan, meroda, warna, kulit, cerah-sedang, gimnastik, olahraga, salto, senam"
🤸🏽,🤸🏽,"orang, melakukan, gerakan, meroda, warna, kulit, sedang, gimnastik, olahraga, salto, senam"
🤸🏾,🤸🏾,"orang, melakukan, gerakan, meroda, warna, kulit, gelap-sedang, gimnastik, olahraga, salto, senam"
🤸🏿,🤸🏿,"orang, melakukan, gerakan, meroda, warna, kulit, gelap, gimnastik, olahraga, salto, senam"
🤸🏻‍♂️,🤸🏻‍♂️,"pria, melakukan, gerakan, meroda, warna, kulit, cerah, balik, jungkir, laki-laki"
🤸🏼‍♂️,🤸🏼‍♂️,"pria, melakukan, gerakan, meroda, warna, kulit, cerah-sedang, balik, jungkir, laki-laki"
🤸🏽‍♂️,🤸🏽‍♂️,"pria, melakukan, gerakan, meroda, warna, kulit, sedang, balik, jungkir, laki-laki"
🤸🏾‍♂️,🤸🏾‍♂️,"pria, melakukan, gerakan, meroda, warna, kulit, gelap-sedang, balik, jungkir, laki-laki"
🤸🏿‍♂️,🤸🏿‍♂️,"pria, melakukan, gerakan, meroda, warna, kulit, gelap, balik, jungkir, laki-laki"
🤸🏻‍♀️,🤸🏻‍♀️,"wanita, melakukan, gerakan, meroda, warna, kulit, cerah, balik, jungkir, perempuan"
🤸🏼‍♀️,🤸🏼‍♀️,"wanita, melakukan, gerakan, meroda, warna, kulit, cerah-sedang, balik, jungkir, perempuan"
🤸🏽‍♀️,🤸🏽‍♀️,"wanita, melakukan, gerakan, meroda, warna, kulit, sedang, balik, jungkir, perempuan"
🤸🏾‍♀️,🤸🏾‍♀️,"wanita, melakukan, gerakan, meroda, warna, kulit, gelap-sedang, balik, jungkir, perempuan"
🤸🏿‍♀️,🤸🏿‍♀️,"wanita, melakukan, gerakan, meroda, warna, kulit, gelap, balik, jungkir, perempuan"
🤽🏻,🤽🏻,"orang, bermain, polo, air, warna, kulit, cerah, olahraga"
🤽🏼,🤽🏼,"orang, bermain, polo, air, warna, kulit, cerah-sedang, olahraga"
🤽🏽,🤽🏽,"orang, bermain, polo, air, warna, kulit, sedang, olahraga"
🤽🏾,🤽🏾,"orang, bermain, polo, air, warna, kulit, gelap-sedang, olahraga"
🤽🏿,🤽🏿,"orang, bermain, polo, air, warna, kulit, gelap, olahraga"
🤽🏻‍♂️,🤽🏻‍♂️,"pria, bermain, polo, air, warna, kulit, cerah, laki-laki"
🤽🏼‍♂️,🤽🏼‍♂️,"pria, bermain, polo, air, warna, kulit, cerah-sedang, laki-laki"
🤽🏽‍♂️,🤽🏽‍♂️,"pria, bermain, polo, air, warna, kulit, sedang, laki-laki"
🤽🏾‍♂️,🤽🏾‍♂️,"pria, bermain, polo, air, warna, kulit, gelap-sedang, laki-laki"
🤽🏿‍♂️,🤽🏿‍♂️,"pria, bermain, polo, air, warna, kulit, gelap, laki-laki"
🤽🏻‍♀️,🤽🏻‍♀️,"wanita, bermain, polo, air, warna, kulit, cerah, perempuan"
🤽🏼‍♀️,🤽🏼‍♀️,"wanita, bermain, polo, air, warna, kulit, cerah-sedang, perempuan"
🤽🏽‍♀️,🤽🏽‍♀️,"wanita, bermain, polo, air, warna, kulit, sedang, perempuan"
🤽🏾‍♀️,🤽🏾‍♀️,"wanita, bermain, polo, air, warna, kulit, gelap-sedang, perempuan"
🤽🏿‍♀️,🤽🏿‍♀️,"wanita, bermain, polo, air, warna, kulit, gelap, perempuan"
🤾🏻,🤾🏻,"orang, bermain, bola, tangan, warna, kulit, cerah, olahraga"
🤾🏼,🤾🏼,"orang, bermain, bola, tangan, warna, kulit, cerah-sedang, olahraga"
🤾🏽,🤾🏽,"orang, bermain, bola, tangan, warna, kulit, sedang, olahraga"
🤾🏾,🤾🏾,"orang, bermain, bola, tangan, warna, kulit, gelap-sedang, olahraga"
🤾🏿,🤾🏿,"orang, bermain, bola, tangan, warna, kulit, gelap, olahraga"
🤾🏻‍♂️,🤾🏻‍♂️,"pria, bermain, bola, tangan, warna, kulit, cerah, laki-laki"
🤾🏼‍♂️,🤾🏼‍♂️,"pria, bermain, bola, tangan, warna, kulit, cerah-sedang, laki-laki"
🤾🏽‍♂️,🤾🏽‍♂️,"pria, bermain, bola, tangan, warna, kulit, sedang, laki-laki"
🤾🏾‍♂️,🤾🏾‍♂️,"pria, bermain, bola, tangan, warna, kulit, gelap-sedang, laki-laki"
🤾🏿‍♂️,🤾🏿‍♂️,"pria, bermain, bola, tangan, warna, kulit, gelap, laki-laki"
🤾🏻‍♀️,🤾🏻‍♀️,"wanita, bermain, bola, tangan, warna, kulit, cerah, perempuan"
🤾🏼‍♀️,🤾🏼‍♀️,"wanita, bermain, bola, tangan, warna, kulit, cerah-sedang, perempuan"
🤾🏽‍♀️,🤾🏽‍♀️,"wanita, bermain, bola, tangan, warna, kulit, sedang, perempuan"
🤾🏾‍♀️,🤾🏾‍♀️,"wanita, bermain, bola, tangan, warna, kulit, gelap-sedang, perempuan"
🤾🏿‍♀️,🤾🏿‍♀️,"wanita, bermain, bola, tangan, warna, kulit, gelap, perempuan"
🤹🏻,🤹🏻,"orang, melempar, warna, kulit, cerah, juggling, multitasking, repot, sibuk"
🤹🏼,🤹🏼,"orang, melempar, warna, kulit, cerah-sedang, juggling, multitasking, repot, sibuk"
🤹🏽,🤹🏽,"orang, melempar, warna, kulit, sedang, juggling, multitasking, repot, sibuk"
🤹🏾,🤹🏾,"orang, melempar, warna, kulit, gelap-sedang, juggling, multitasking, repot, sibuk"
🤹🏿,🤹🏿,"orang, melempar, warna, kulit, gelap, juggling, multitasking, repot, sibuk"
🤹🏻‍♂️,🤹🏻‍♂️,"pria, melempar, warna, kulit, cerah, atraksi, laki-laki"
🤹🏼‍♂️,🤹🏼‍♂️,"pria, melempar, warna, kulit, cerah-sedang, atraksi, laki-laki"
🤹🏽‍♂️,🤹🏽‍♂️,"pria, melempar, warna, kulit, sedang, atraksi, laki-laki"
🤹🏾‍♂️,🤹🏾‍♂️,"pria, melempar, warna, kulit, gelap-sedang, atraksi, laki-laki"
🤹🏿‍♂️,🤹🏿‍♂️,"pria, melempar, warna, kulit, gelap, atraksi, laki-laki"
🤹🏻‍♀️,🤹🏻‍♀️,"wanita, melempar, warna, kulit, cerah, atraksi, perempuan"
🤹🏼‍♀️,🤹🏼‍♀️,"wanita, melempar, warna, kulit, cerah-sedang, atraksi, perempuan"
🤹🏽‍♀️,🤹🏽‍♀️,"wanita, melempar, warna, kulit, sedang, atraksi, perempuan"
🤹🏾‍♀️,🤹🏾‍♀️,"wanita, melempar, warna, kulit, gelap-sedang, atraksi, perempuan"
🤹🏿‍♀️,🤹🏿‍♀️,"wanita, melempar, warna, kulit, gelap, atraksi, perempuan"
🧘🏻,🧘🏻,"orang, dalam, posisi, teratai, warna, kulit, cerah, meditasi, yoga"
🧘🏼,🧘🏼,"orang, dalam, posisi, teratai, warna, kulit, cerah-sedang, meditasi, yoga"
🧘🏽,🧘🏽,"orang, dalam, posisi, teratai, warna, kulit, sedang, meditasi, yoga"
🧘🏾,🧘🏾,"orang, dalam, posisi, teratai, warna, kulit, gelap-sedang, meditasi, yoga"
🧘🏿,🧘🏿,"orang, dalam, posisi, teratai, warna, kulit, gelap, meditasi, yoga"
🧘🏻‍♂️,🧘🏻‍♂️,"pria, dalam, posisi, teratai, warna, kulit, cerah, meditasi, yoga"
🧘🏼‍♂️,🧘🏼‍♂️,"pria, dalam, posisi, teratai, warna, kulit, cerah-sedang, meditasi, yoga"
🧘🏽‍♂️,🧘🏽‍♂️,"pria, dalam, posisi, teratai, warna, kulit, sedang, meditasi, yoga"
🧘🏾‍♂️,🧘🏾‍♂️,"pria, dalam, posisi, teratai, warna, kulit, gelap-sedang, meditasi, yoga"
🧘🏿‍♂️,🧘🏿‍♂️,"pria, dalam, posisi, teratai, warna, kulit, gelap, meditasi, yoga"
🧘🏻‍♀️,🧘🏻‍♀️,"wanita, dalam, posisi, teratai, warna, kulit, cerah, meditasi, yoga"
🧘🏼‍♀️,🧘🏼‍♀️,"wanita, dalam, posisi, teratai, warna, kulit, cerah-sedang, meditasi, yoga"
🧘🏽‍♀️,🧘🏽‍♀️,"wanita, dalam, posisi, teratai, warna, kulit, sedang, meditasi, yoga"
🧘🏾‍♀️,🧘🏾‍♀️,"wanita, dalam, posisi, teratai, warna, kulit, gelap-sedang, meditasi, yoga"
🧘🏿‍♀️,🧘🏿‍♀️,"wanita, dalam, posisi, teratai, warna, kulit, gelap, meditasi, yoga"
🛀🏻,🛀🏻,orang_di_bak_mandi_warna_kulit_cerah
🛀🏼,🛀🏼,orang_di_bak_mandi_warna_kulit_cerah-sedang
🛀🏽,🛀🏽,orang_di_bak_mandi_warna_kulit_sedang
🛀🏾,🛀🏾,orang_di_bak_mandi_warna_kulit_gelap-sedang
🛀🏿,🛀🏿,orang_di_bak_mandi_warna_kulit_gelap
🛌🏻,🛌🏻,"orang, di, tempat, tidur, warna, kulit, cerah, hotel"
🛌🏼,🛌🏼,"orang, di, tempat, tidur, warna, kulit, cerah-sedang, hotel"
🛌🏽,🛌🏽,"orang, di, tempat, tidur, warna, kulit, sedang, hotel"
🛌🏾,🛌🏾,"orang, di, tempat, tidur, warna, kulit, gelap-sedang, hotel"
🛌🏿,🛌🏿,"orang, di, tempat, tidur, warna, kulit, gelap, hotel"
🧑🏻‍🤝‍🧑🏻,🧑🏻‍🤝‍🧑🏻,"orang, bergandengan, warna, kulit, cerah, pasangan, tangan"
🧑🏻‍🤝‍🧑🏼,🧑🏻‍🤝‍🧑🏼,"orang, bergandengan, warna, kulit, cerah, cerah-sedang, pasangan, tangan"
🧑🏻‍🤝‍🧑🏽,🧑🏻‍🤝‍🧑🏽,"orang, bergandengan, warna, kulit, cerah, sedang, pasangan, tangan"
🧑🏻‍🤝‍🧑🏾,🧑🏻‍🤝‍🧑🏾,"orang, bergandengan, warna, kulit, cerah, gelap-sedang, pasangan, tangan"
🧑🏻‍🤝‍🧑🏿,🧑🏻‍🤝‍🧑🏿,"orang, bergandengan, warna, kulit, cerah, gelap, pasangan, tangan"
🧑🏼‍🤝‍🧑🏻,🧑🏼‍🤝‍🧑🏻,"orang, bergandengan, warna, kulit, cerah-sedang, cerah, pasangan, tangan"
🧑🏼‍🤝‍🧑🏼,🧑🏼‍🤝‍🧑🏼,"orang, bergandengan, warna, kulit, cerah-sedang, pasangan, tangan"
🧑🏼‍🤝‍🧑🏽,🧑🏼‍🤝‍🧑🏽,"orang, bergandengan, warna, kulit, cerah-sedang, sedang, pasangan, tangan"
🧑🏼‍🤝‍🧑🏾,🧑🏼‍🤝‍🧑🏾,"orang, bergandengan, warna, kulit, cerah-sedang, gelap-sedang, pasangan, tangan"
🧑🏼‍🤝‍🧑🏿,🧑🏼‍🤝‍🧑🏿,"orang, bergandengan, warna, kulit, cerah-sedang, gelap, pasangan, tangan"
🧑🏽‍🤝‍🧑🏻,🧑🏽‍🤝‍🧑🏻,"orang, bergandengan, warna, kulit, sedang, cerah, pasangan, tangan"
🧑🏽‍🤝‍🧑🏼,🧑🏽‍🤝‍🧑🏼,"orang, bergandengan, warna, kulit, sedang, cerah-sedang, pasangan, tangan"
🧑🏽‍🤝‍🧑🏽,🧑🏽‍🤝‍🧑🏽,"orang, bergandengan, warna, kulit, sedang, pasangan, tangan"
